Entry No.,Headword,No.,Syllabary,Practical,Simple phonetics,Tone and length 1,Tone and length 2,Part of speech,Part of speech ch,Grammar sub entry,Grammar note,Translation 1A,Translation 1B,Translation 1C,Translation 1D,Translation 1E,Translation 1F,Translation 1G,Translation 1H,Translation 1 sub entry,Translation 2A,Translation 2B,Translation 2C,Translation 2D,Translation 2 sub entry,Translation 3A,Translation 3B,Translation 3C,Translation 3D,Translation 3 sub entry,English gloss 1,English gloss 2,English gloss 3,English gloss 4,Variant 1,Variant 2,Variant 3,Variant 4,Variant 5,Variant 6,Variant 7,Variant 8,Word audio,Sentence 1 audio,Sentence-1 SYLL,Sentence-1 PHON,Sentence-1 ENGL,Sentence 2 audio,Sentence-2 SYLL,Sentence-2 PHON,Sentence-2 ENGL,Sentence 3 audio,Sentence-3 SYLL,Sentence-3 PHON,Sentence-3 ENGL,Source of sentence 1,Source of sentence 2,Source of sentence 3,Speaker of sentence 1,Speaker of sentence 2,Speaker of sentence 3,Notes on speaker of sentence 1,Notes on speaker of sentence 2,Notes on speaker of sentence 3,Status
14.1,ᎠᏓᏙᎵᏍᏗᎭ,14,ᎠᏓᏙᎵᏍᏗᎭ,adadolisdiha,a-da-do-li-s-di-ha,àdadǒlîsdịha,à:da:dǒ:lî:sdiha,verb (v.i.),ᏛᎪᏏᏏᏍᎬᎢ (v.i.) ,3rd person singular,,he/she is praying,,,,,,,,,,,,,,,,,,,pray,prayer,,,,,,,,,,,,Sentence_for_entry_0014.m4a,ᏦᎢ ᎢᏳᏩᎩᏗ *ᎠᏓᏙᎵᏍᏗᏍᎪ* ᏏᎦ.,jo’i iyúwa̋:kdi *à:da:dǒ:lî:sdǐ:sgo* si̋:ga,*He prays* three times a day.,,,,,,,,,Cherokee Dictionary 1975 Durbin Feeling,,,Durbin Feeling,,,Cherokee National Treasure. Renowned Cherokee linguist.,,,APPROVED
14.2,ᎦᏓᏙᎵᏍᏗᎭ,14,ᎦᏓᏙᎵᏍᏗᎭ,gadadolisdiha,ga-da-do-li-s-di-ha,gạdadǒlîsdịha,gada:dǒ:lî:sdiha,verb (v.i.),ᏛᎪᏏᏏᏍᎬᎢ (v.i.) ,1st person singular with animate/ inanimate object,,I’m praying,,,,,,,,,,,,,,,,,,,pray,prayer,,,,,,,,,,,,Sentence_for_entry_0014.m4a,ᏦᎢ ᎢᏳᏩᎩᏗ *ᎠᏓᏙᎵᏍᏗᏍᎪ* ᏏᎦ.,jo’i iyúwa̋:kdi *à:da:dǒ:lî:sdǐ:sgo* si̋:ga,*He prays* three times a day.,,,,,,,,,Cherokee Dictionary 1975 Durbin Feeling,,,Durbin Feeling,,,Cherokee National Treasure. Renowned Cherokee linguist.,,,APPROVED
14.3,ᎤᏓᏙᎵᏍᏔᏅᎢ,14,ᎤᏓᏙᎵᏍᏔᏅᎢ,udadolistanv’i,u-da-do-li-s-ta-nv-i,ùdadǒlîstạnv̌’i,ù:da:dǒ:lî:stanv̌:’i,verb (v.i.),ᏛᎪᏏᏏᏍᎬᎢ (v.i.) ,3rd person singular non-progressive remote past tense,,he/she prayed,,,,,,,,,,,,,,,,,,,pray,prayer,,,,,,,,,,,,Sentence_for_entry_0014.m4a,ᏦᎢ ᎢᏳᏩᎩᏗ *ᎠᏓᏙᎵᏍᏗᏍᎪ* ᏏᎦ.,jo’i iyúwa̋:kdi *à:da:dǒ:lî:sdǐ:sgo* si̋:ga,*He prays* three times a day.,,,,,,,,,Cherokee Dictionary 1975 Durbin Feeling,,,Durbin Feeling,,,Cherokee National Treasure. Renowned Cherokee linguist.,,,APPROVED
14.4,ᎠᏓᏙᎵᏍᏓᏍᎪᎢ,14,ᎠᏓᏙᎵᏍᏓᏍᎪᎢ,adadolisdisgo’i,a-da-do-li-s-da-s-go-i,àdadǒlîsdisgó’i,à:da:dǒ:lî:sdi:sgó:’i,verb (v.i.),ᏛᎪᏏᏏᏍᎬᎢ (v.i.) ,3rd person singular present habitual,,he/she prays,,,,,,,,,,,,,,,,,,,pray,prayer,,,,,,,,,,,,Sentence_for_entry_0014.m4a,ᏦᎢ ᎢᏳᏩᎩᏗ *ᎠᏓᏙᎵᏍᏗᏍᎪ* ᏏᎦ.,jo’i iyúwa̋:kdi *à:da:dǒ:lî:sdǐ:sgo* si̋:ga,*He prays* three times a day.,,,,,,,,,Cherokee Dictionary 1975 Durbin Feeling,,,Durbin Feeling,,,Cherokee National Treasure. Renowned Cherokee linguist.,,,APPROVED
14.5,ᎭᏓᏙᎵᏍᏓ,14,ᎭᏓᏙᎵᏍᏓ,hadadolisda,ha-da-do-li-s-da,hạdadolìsda,hada:do:lì:sda,verb (v.i.),ᏛᎪᏏᏏᏍᎬᎢ (v.i.) ,imperative with animate/ inanimate direct objects,,pray!,,,,,,,,,,,,,,,,,,,pray,prayer,,,,,,,,,,,,Sentence_for_entry_0014.m4a,ᏦᎢ ᎢᏳᏩᎩᏗ *ᎠᏓᏙᎵᏍᏗᏍᎪ* ᏏᎦ.,jo’i iyúwa̋:kdi *à:da:dǒ:lî:sdǐ:sgo* si̋:ga,*He prays* three times a day.,,,,,,,,,Cherokee Dictionary 1975 Durbin Feeling,,,Durbin Feeling,,,Cherokee National Treasure. Renowned Cherokee linguist.,,,APPROVED
14.6,ᎤᏓᏙᎵᏍᏙᏗ,14,ᎤᏓᏙᎵᏍᏙᏗ,udadolisdohdi,u-da-do-li-s-do-di,udadǒlîsdọhdi,u:da:dǒ:lî:sdohdi,verb (v.i.),ᏛᎪᏏᏏᏍᎬᎢ (v.i.) ,3rd person singular infinitive,,to pray,,,,,,,,,,,,,,,,,,,pray,prayer,,,,,,,,,,,,Sentence_for_entry_0014.m4a,ᏦᎢ ᎢᏳᏩᎩᏗ *ᎠᏓᏙᎵᏍᏗᏍᎪ* ᏏᎦ.,jo’i iyúwa̋:kdi *à:da:dǒ:lî:sdǐ:sgo* si̋:ga,*He prays* three times a day.,,,,,,,,,Cherokee Dictionary 1975 Durbin Feeling,,,Durbin Feeling,,,Cherokee National Treasure. Renowned Cherokee linguist.,,,APPROVED
15.1,ᎠᏓᎨᎢ,15,ᎠᏓᎨᎢ,adage’i,a-da-ge-i,ạ́dạge̋’i,ádage̋:’i,adjective,ᏄᏍᏛᎢ ᎧᏃᎮᏍᎩ ,singular,,tender,,,,,,,,,very young,new,,,,,,,,,new,tender,very young,,,,,,,,,,,Sentence_for_entry_0015_01.m4a,*ᎠᏂᏓᎨ* ᏚᏯ ᎠᏂᏤ ᏚᏩᏒ ᏗᏓᎾᏅᎢ.,*aní:dage̋:* tǔ:ya ani:je̋: dù:hwasv́ di:dá:nanv̋:’i,She bought *tender* green beans at the store.,Sentence_for_entry_0015_02.m4a,*ᎠᏓᎨ* ᎠᏲᏟ ᎤᏅᏗᏊ ᎢᎦ ᎠᏗᏔᏍᎪᎢ.,*ádage̋:* ayő:hli u:nv̌:digwu i:ga̋: à:di:tasgó:’i,*A very young* child drinks only milk.,,,,,Cherokee Dictionary 1975 Durbin Feeling,Cherokee Dictionary 1975 Durbin Feeling,,Anna Sixkiller,Anna Sixkiller,,Cherokee National Treasure.,Cherokee National Treasure.,,APPROVED
15.2,ᎠᏂᏓᎨᎢ,15,ᎠᏂᏓᎨᎢ,anidage’i,a-ni-da-ge-i,ạnídạge̋’i,aní:dage̋:’i,adjective,ᏄᏍᏛᎢ ᎧᏃᎮᏍᎩ ,plural,,tender ones,,,,,,,,,very young ones,new ones,,,,,,,,,new,tender,very young,,,,,,,,,,,Sentence_for_entry_0015_01.m4a,*ᎠᏂᏓᎨ* ᏚᏯ ᎠᏂᏤ ᏚᏩᏒ ᏗᏓᎾᏅᎢ.,*aní:dage̋:* tǔ:ya ani:je̋: dù:hwasv́ di:dá:nanv̋:’i,She bought *tender* green beans at the store.,Sentence_for_entry_0015_02.m4a,*ᎠᏓᎨ* ᎠᏲᏟ ᎤᏅᏗᏊ ᎢᎦ ᎠᏗᏔᏍᎪᎢ.,*ádage̋:* ayő:hli u:nv̌:digwu i:ga̋: à:di:tasgó:’i,*A very young* child drinks only milk.,,,,,Cherokee Dictionary 1975 Durbin Feeling,Cherokee Dictionary 1975 Durbin Feeling,,Anna Sixkiller,Anna Sixkiller,,Cherokee National Treasure.,Cherokee National Treasure.,,APPROVED
16.1,ᎠᏓᎨᏳᏗ,16,ᎠᏓᎨᏳᏗ,adageyhdi,a-da-ge-yu-di,ạdagẹyhdi,ada:geyhdi,noun,ᎪᎱᏍᏗ ᏴᎧᏃᎮᎭ ,singular,,love,,,,,,,,,,,,,,,,,,,love,,,,,,,,,,,,Word_0016.1.m4a,Sentence_for_entry_0016.m4a,*ᎠᏓᎨᏳᏗ* ᎤᎵᏍᎨᏓ.,*ada:geyhdi* u:lsge̋:da,*Love* is important.,,,,,,,,,Cherokee Dictionary 1975 Durbin Feeling,,,Anna Sixkiller,,,Cherokee National Treasure.,,,APPROVED
17.1,ᎠᏓᎯᎯ,17,ᎠᏓᎯᎯ,adahihi,a-da-hi-hi,ạdǎhịhi,adǎ:hihi,noun,ᎪᎱᏍᏗ ᏴᎧᏃᎮᎭ ,singular,,thing that kills,,,,,,,,,,,,,,,,,,,thing that kills,kill,,,,,,,,,,,0017.1.m4a,Sentence_for_entry_0017.m4a,ᎢᎦᏓ ᏗᎩᏍᏗ *ᎠᎾᏓᎯᎯ* ᏥᏈᏍᏗ ᏱᏓᎩᏌ.,i:gá:da di̋:kisdi *anada̋:hihi* tsgwi̋:sdi yidákisa,Some pills are *killers* if too many are swallowed.,,,,,,,,,Cherokee Dictionary 1975 Durbin Feeling,,,Anna Sixkiller,,,Cherokee National Treasure.,,,APPROVED
17.2,ᎠᎾᏓᎯᎯ,17,ᎠᎾᏓᎯᎯ,anadahihi,a-na-da-hi-hi,ạnạdǎhịhi,anadǎ:hihi,noun,ᎪᎱᏍᏗ ᏴᎧᏃᎮᎭ ,plural,,things that kill,,,,,,,,,,,,,,,,,,,thing that kills,kill,,,,,,,,,,,Word_0017.2.m4a,Sentence_for_entry_0017.m4a,ᎢᎦᏓ ᏗᎩᏍᏗ *ᎠᎾᏓᎯᎯ* ᏥᏈᏍᏗ ᏱᏓᎩᏌ.,i:gá:da di̋:kisdi *anada̋:hihi* tsgwi̋:sdi yidákisa,Some pills are *killers* if too many are swallowed.,,,,,,,,,Cherokee Dictionary 1975 Durbin Feeling,,,Anna Sixkiller,,,Cherokee National Treasure.,,,APPROVED
18.1,ᎠᏓᏟᏁᏌᎵᏗ,18,ᎠᏓᏟᏁᏌᎵᏗ,adahlinesahldi,a-da-tli-ne-sa-li-di,ạdahlịnésạhldi,ada:hliné:sahldi,noun,ᎪᎱᏍᏗ ᏴᎧᏃᎮᎭ ,singular,,purse,,,,,,,,,,,,,,,,,,,purse,,,,,,,,,,,,Word_0018.1.m4a,Sentence_for_entry_0018.m4a,ᎢᏤ *ᎠᏓᏝᏁᏌᎵᏗ* ᎤᏅᏁᎸ ᎤᏍᏓᏴᎲᏍᎩ.,ije̋: *ada:hlane̋:salhdi* ù:nv́:ne:lv́ u:sda:yv̋:hvsgi,He gave his wife a new *purse.*,,,,,,,,,Cherokee Dictionary 1975 Durbin Feeling,,,Anna Sixkiller,,,Cherokee National Treasure.,,,APPROVED
18.2,ᏗᏓᏟᏁᏌᎵᏗ,18,ᏗᏓᏟᏁᏌᎵᏗ,didahlinesahldi,di-da-tli-ne-sa-li-di,didahlịnésạhldi,di:da:hliné:sahldi,noun,ᎪᎱᏍᏗ ᏴᎧᏃᎮᎭ ,plural,,purses,,,,,,,,,,,,,,,,,,,purse,,,,,,,,,,,,,Sentence_for_entry_0018.m4a,ᎢᏤ *ᎠᏓᏝᏁᏌᎵᏗ* ᎤᏅᏁᎸ ᎤᏍᏓᏴᎲᏍᎩ.,ije̋: *ada:hlane̋:salhdi* ù:nv́:ne:lv́ u:sda:yv̋:hvsgi,He gave his wife a new *purse.*,,,,,,,,,Cherokee Dictionary 1975 Durbin Feeling,,,Anna Sixkiller,,,Cherokee National Treasure.,,,APPROVED
19.1,ᎠᏓᏁᏗ,19,ᎠᏓᏁᏗ,adahnehdi,a-da-ne-di,ạdǎhnẹhdi,adǎ:hnehdi,noun,ᎪᎱᏍᏗ ᏴᎧᏃᎮᎭ ,singular,,gift,,,,,,,,,,,,,,,,,,,gift,,,,adanehdi,,,,,,,,Word_CNLD_gift_19.1.m4a,Sentence_for_entry_0019.m4a,ᏓᏂᏍᏓᏲᎯᎲ ᎾᎥ ᏱᎩ *ᏗᏓᏁᏗ* ᎠᎾᏓᎾᏁᏒᎲᏍᎪ ᏴᏫ.,dà:ni:sdayo:hihv̋: na’v̋: yi̋gi *di:da̋:hnehdi* à:nada:nané:svhvsgó: yv:wi,When it’s close to Christmas‚ people shop for *gifts.*,,,,,,,,,Cherokee Dictionary 1975 Durbin Feeling,,,Anna Sixkiller,,,Cherokee National Treasure.,,,APPROVED
19.2,ᏗᏓᏁᏗ,19,ᏗᏓᏁᏗ,didahnehdi,di-da-ne-di,didǎhnẹhdi,di:dǎ:hnehdi,noun,ᎪᎱᏍᏗ ᏴᎧᏃᎮᎭ ,plural,,gifts,,,,,,,,,,,,,,,,,,,gift,,,,didanehdi,,,,,,,,Word_0019.2.m4a,Sentence_for_entry_0019.m4a,ᏓᏂᏍᏓᏲᎯᎲ ᎾᎥ ᏱᎩ *ᏗᏓᏁᏗ* ᎠᎾᏓᎾᏁᏒᎲᏍᎪ ᏴᏫ.,dà:ni:sdayo:hihv̋: na’v̋: yi̋gi *di:da̋:hnehdi* à:nada:nané:svhvsgó: yv:wi,When it’s close to Christmas‚ people shop for *gifts.*,,,,,,,,,Cherokee Dictionary 1975 Durbin Feeling,,,Anna Sixkiller,,,Cherokee National Treasure.,,,APPROVED
20.1,ᎠᏓᏃᏰᎭ,20,ᎠᏓᏃᏰᎭ,adahnoyeha,a-da-no-ye-ha,àdạhnóyẹha,à:dahnó:yeha,verb (v.i.),ᏛᎪᏏᏏᏍᎬᎢ (v.i.) ,3rd person singular,,he/she is fanning himself/herself,,,,,,,,,,,,,,,,,,,fan,,,,adanoyeha,,,,,,,,,Sentence_for_entry_0020.m4a,*ᎤᏓᏃᏰᏗ* ᎤᏚᎵ ᎠᏎᏃ Ꮭ ᎠᏓᏃᏲ ᏳᏩᏯ.,*u:tano:yé:hdi̋* ù:du:lí a:sé:hnó: hla atano:yó yuwá:ya,*She* wants *to fan* herself‚ but she has no fan.,,,,,,,,,Cherokee Dictionary 1975 Durbin Feeling,,,Anna Sixkiller,,,Cherokee National Treasure.,,,APPROVED
20.2,ᎦᏓᏃᏰᎭ,20,ᎦᏓᏃᏰᎭ,gadanoyeha,ga-da-no-ye-ha,gạdànóyẹha,gadà:nó:yeha,verb (v.i.),ᏛᎪᏏᏏᏍᎬᎢ (v.i.) ,1st person singular with animate/ inanimate object,,I’m fanning myself,,,,,,,,,,,,,,,,,,,fan,,,,,,,,,,,,,Sentence_for_entry_0020.m4a,*ᎤᏓᏃᏰᏗ* ᎤᏚᎵ ᎠᏎᏃ Ꮭ ᎠᏓᏃᏲ ᏳᏩᏯ.,*u:tano:yé:hdi̋* ù:du:lí a:sé:hnó: hla atano:yó yuwá:ya,*She* wants *to fan* herself‚ but she has no fan.,,,,,,,,,Cherokee Dictionary 1975 Durbin Feeling,,,Anna Sixkiller,,,Cherokee National Treasure.,,,APPROVED
20.3,ᎤᏓᏃᏰᎲᎢ,20,ᎤᏓᏃᏰᎲᎢ,udahnoyehv’i,u-da-no-ye-hv-i,ùdạhnóyehv̌’i,ù:dahnó:ye:hv̌:’i,verb (v.i.),ᏛᎪᏏᏏᏍᎬᎢ (v.i.) ,3rd person singular non-progressive remote past tense,,he/she fanned himself/herself,,,,,,,,,,,,,,,,,,,fan,,,,udanoyehv’i,,,,,,,,,Sentence_for_entry_0020.m4a,*ᎤᏓᏃᏰᏗ* ᎤᏚᎵ ᎠᏎᏃ Ꮭ ᎠᏓᏃᏲ ᏳᏩᏯ.,*u:tano:yé:hdi̋* ù:du:lí a:sé:hnó: hla atano:yó yuwá:ya,*She* wants *to fan* herself‚ but she has no fan.,,,,,,,,,Cherokee Dictionary 1975 Durbin Feeling,,,Anna Sixkiller,,,Cherokee National Treasure.,,,APPROVED
20.4,ᎠᏓᏃᏰᏍᎪᎢ,20,ᎠᏓᏃᏰᏍᎪᎢ,adahnoyesgo’i,a-da-no-ye-s-go-i,àdạhnóyesgó’i,à:dahnó:ye:sgó:’i,verb (v.i.),ᏛᎪᏏᏏᏍᎬᎢ (v.i.) ,3rd person singular present habitual,,he/she fans himself/herself,,,,,,,,,,,,,,,,,,,fan,,,,adanoyesgo’i,,,,,,,,,Sentence_for_entry_0020.m4a,*ᎤᏓᏃᏰᏗ* ᎤᏚᎵ ᎠᏎᏃ Ꮭ ᎠᏓᏃᏲ ᏳᏩᏯ.,*u:tano:yé:hdi̋* ù:du:lí a:sé:hnó: hla atano:yó yuwá:ya,*She* wants *to fan* herself‚ but she has no fan.,,,,,,,,,Cherokee Dictionary 1975 Durbin Feeling,,,Anna Sixkiller,,,Cherokee National Treasure.,,,APPROVED
20.5,ᎭᏓᏃᏰᎳ,20,ᎭᏓᏃᏰᎳ,hadahnoyvla,ha-da-no-ye-la,hạdạhnoyv̌la,hadahno:yv̌:la,verb (v.i.),ᏛᎪᏏᏏᏍᎬᎢ (v.i.) ,imperative with animate/ inanimate direct objects,,fan yourself!,,,,,,,,,,,,,,,,,,,fan,,,,hadanoyvla,,,,,,,,,Sentence_for_entry_0020.m4a,*ᎤᏓᏃᏰᏗ* ᎤᏚᎵ ᎠᏎᏃ Ꮭ ᎠᏓᏃᏲ ᏳᏩᏯ.,*u:tano:yé:hdi̋* ù:du:lí a:sé:hnó: hla atano:yó yuwá:ya,*She* wants *to fan* herself‚ but she has no fan.,,,,,,,,,Cherokee Dictionary 1975 Durbin Feeling,,,Anna Sixkiller,,,Cherokee National Treasure.,,,APPROVED
20.6,ᎤᏓᏃᏰᏗ,20,ᎤᏓᏃᏰᏗ,udahnoyehdi,u-da-no-ye-di,udạhnoyẹ́hdi,u:dahno:yéhdi,verb (v.i.),ᏛᎪᏏᏏᏍᎬᎢ (v.i.) ,3rd person singular infinitive,,to fan yourself,,,,,,,,,,,,,,,,,,,fan,,,,udanoyehdi,,,,,,,,,Sentence_for_entry_0020.m4a,*ᎤᏓᏃᏰᏗ* ᎤᏚᎵ ᎠᏎᏃ Ꮭ ᎠᏓᏃᏲ ᏳᏩᏯ.,*u:tano:yé:hdi̋* ù:du:lí a:sé:hnó: hla atano:yó yuwá:ya,*She* wants *to fan* herself‚ but she has no fan.,,,,,,,,,Cherokee Dictionary 1975 Durbin Feeling,,,Anna Sixkiller,,,Cherokee National Treasure.,,,APPROVED
21.1,ᎠᏓᏃᏲ,21,ᎠᏓᏃᏲ,adahnoyo,a-da-no-yo,ạdạhnoyo,adahno:yo,noun,ᎪᎱᏍᏗ ᏴᎧᏃᎮᎭ ,singular,,fan,,,,,,,,,,,,,,,,,,,fan,,,,adanoyo,,,,,,,,Word_CNLD_fan_21.1.m4a,Sentence_for_entry_0021.m4a,ᎤᏗᏞᎦ. ᎱᏓᎸᎥᎦ *ᎠᏓᏃᏲ.*,ù:di:hlehga hu:dalv́’v̀:ga *atano:yó*,It’s hot. Plug in the *fan.*,,,,,,,,,Cherokee Dictionary 1975 Durbin Feeling,,,Anna Sixkiller,,,Cherokee National Treasure.,,,APPROVED
21.2,ᏗᏓᏃᏲ,21,ᏗᏓᏃᏲ,didahnoyo,di-da-no-yo,didạhnoyo,di:dahno:yo,noun,ᎪᎱᏍᏗ ᏴᎧᏃᎮᎭ ,plural,,fans,,,,,,,,,,,,,,,,,,,fan,,,,didanoyo,,,,,,,,,Sentence_for_entry_0021.m4a,ᎤᏗᏞᎦ. ᎱᏓᎸᎥᎦ *ᎠᏓᏃᏲ.*,ù:di:hlehga hu:dalv́’v̀:ga *atano:yó*,It’s hot. Plug in the *fan.*,,,,,,,,,Cherokee Dictionary 1975 Durbin Feeling,,,Anna Sixkiller,,,Cherokee National Treasure.,,,APPROVED
22.1,ᎠᏓᏩᏛᎯᏙᎭ,22,ᎠᏓᏩᏛᎯᏙᎭ,adahwahtvhidoha,a-da-wa-dv-hi-do-ha,àdahwạhtvhǐdôha,à:da:hwahtv:hǐ:dô:ha,verb (v.i.),ᏛᎪᏏᏏᏍᎬᎢ (v.i.) ,3rd person singular,,he/she is visiting,,,,,,,,,,,,,,,,,,,visit,,,,adahwahdvhidoha,adawahtvhidoha,adahwahtvhidoha,,,,,,,Sentence_for_entry_0022.m4a,Ꮭ ᎠᏴ ᎠᏇᏅᏒ ᏱᎩ ᎠᎭᏂ. *ᎦᏓᏩᏛᎯᏙᎭᏊ.*,hla aya à:gwe:nv́:sv̋ yigi áhani *gadà:wahtv:hi:dô:hagwu*,This isn’t my home. *I’m just visiting.*,,,,,,,,,Cherokee Dictionary 1975 Durbin Feeling,,,Anna Sixkiller,,,Cherokee National Treasure.,,,APPROVED
22.2,ᎦᏓᏩᏛᎯᏙᎭ,22,ᎦᏓᏩᏛᎯᏙᎭ,gadawahtvhidoha,ga-da-wa-dv-hi-do-ha,gạdàwạhtvhǐdôha,gadà:wahtv:hǐ:dô:ha,verb (v.i.),ᏛᎪᏏᏏᏍᎬᎢ (v.i.) ,1st person singular with animate/ inanimate object,,I’m visiting,,,,,,,,,,,,,,,,,,,visit,,,,gadawahdvhidoha,,,,,,,,,Sentence_for_entry_0022.m4a,Ꮭ ᎠᏴ ᎠᏇᏅᏒ ᏱᎩ ᎠᎭᏂ. *ᎦᏓᏩᏛᎯᏙᎭᏊ.*,hla aya à:gwe:nv́:sv̋ yigi áhani *gadà:wahtv:hi:dô:hagwu*,This isn’t my home. *I’m just visiting.*,,,,,,,,,Cherokee Dictionary 1975 Durbin Feeling,,,Anna Sixkiller,,,Cherokee National Treasure.,,,APPROVED
22.3,ᎤᏓᏩᏛᎯᏙᎸᎢ,22,ᎤᏓᏩᏛᎯᏙᎸᎢ,udahwahtvhidolv’i,u-da-wa-dv-hi-do-lv-i,ùdahwạhtvhǐdôlv̌’i,ù:da:hwahtv:hǐ:dô:lv̌:’i,verb (v.i.),ᏛᎪᏏᏏᏍᎬᎢ (v.i.) ,3rd person singular non-progressive remote past tense,,he/she visited,,,,,,,,,,,,,,,,,,,visit,,,,udahwahdvhidolv’i,udawahtvhidolv’i,udahwahtvhidolv’i,,,,,,,Sentence_for_entry_0022.m4a,Ꮭ ᎠᏴ ᎠᏇᏅᏒ ᏱᎩ ᎠᎭᏂ. *ᎦᏓᏩᏛᎯᏙᎭᏊ.*,hla aya à:gwe:nv́:sv̋ yigi áhani *gadà:wahtv:hi:dô:hagwu*,This isn’t my home. *I’m just visiting.*,,,,,,,,,Cherokee Dictionary 1975 Durbin Feeling,,,Anna Sixkiller,,,Cherokee National Treasure.,,,APPROVED
22.4,ᎠᏓᏩᏛᎯᏙᎰᎢ,22,ᎠᏓᏩᏛᎯᏙᎰᎢ,adahwahtvhidoho’i,a-da-wa-dv-hi-do-ho-i,àdahwạhtvhǐdôhó’i,à:da:hwahtv:hǐ:dô:hó:’i,verb (v.i.),ᏛᎪᏏᏏᏍᎬᎢ (v.i.) ,3rd person singular present habitual,,he/she visits,,,,,,,,,,,,,,,,,,,visit,,,,adahwahdvhidoho’i,adawahtvhidoho’i,adahwahtvhidoho’i,,,,,,,Sentence_for_entry_0022.m4a,Ꮭ ᎠᏴ ᎠᏇᏅᏒ ᏱᎩ ᎠᎭᏂ. *ᎦᏓᏩᏛᎯᏙᎭᏊ.*,hla aya à:gwe:nv́:sv̋ yigi áhani *gadà:wahtv:hi:dô:hagwu*,This isn’t my home. *I’m just visiting.*,,,,,,,,,Cherokee Dictionary 1975 Durbin Feeling,,,Anna Sixkiller,,,Cherokee National Treasure.,,,APPROVED
22.5,ᎭᏓᏩᏛᎯᏓ,22,ᎭᏓᏩᏛᎯᏓ,hadahwahtvhida,ha-da-wa-dv-hi-da,hạdahwạhtvhǐda,hada:hwahtv:hǐ:da,verb (v.i.),ᏛᎪᏏᏏᏍᎬᎢ (v.i.) ,imperative with animate/ inanimate direct objects,,visit!,,,,,,,,,,,,,,,,,,,visit,,,,hadahwahdvhida,hadawahtvhida,hadahwahtvhida,,,,,,,Sentence_for_entry_0022.m4a,Ꮭ ᎠᏴ ᎠᏇᏅᏒ ᏱᎩ ᎠᎭᏂ. *ᎦᏓᏩᏛᎯᏙᎭᏊ.*,hla aya à:gwe:nv́:sv̋ yigi áhani *gadà:wahtv:hi:dô:hagwu*,This isn’t my home. *I’m just visiting.*,,,,,,,,,Cherokee Dictionary 1975 Durbin Feeling,,,Anna Sixkiller,,,Cherokee National Treasure.,,,APPROVED
22.6,ᎤᏓᏩᏛᎯᏓᏍᏗ,22,ᎤᏓᏩᏛᎯᏓᏍᏗ,udahwahtvhidasdi,u-da-wa-dv-hi-da-s-di,udahwạhtvhǐdâsdi,u:da:hwahtv:hǐ:dâ:sdi,verb (v.i.),ᏛᎪᏏᏏᏍᎬᎢ (v.i.) ,3rd person singular infinitive,,to visit,,,,,,,,,,,,,,,,,,,visit,,,,udahwahdvhidasdi,udawahtvhidasdi,udahwahtvhidasdi,,,,,,,Sentence_for_entry_0022.m4a,Ꮭ ᎠᏴ ᎠᏇᏅᏒ ᏱᎩ ᎠᎭᏂ. *ᎦᏓᏩᏛᎯᏙᎭᏊ.*,hla aya à:gwe:nv́:sv̋ yigi áhani *gadà:wahtv:hi:dô:hagwu*,This isn’t my home. *I’m just visiting.*,,,,,,,,,Cherokee Dictionary 1975 Durbin Feeling,,,Anna Sixkiller,,,Cherokee National Treasure.,,,APPROVED
23.1,ᎠᏓᏯᏍᏗᎭ,23,ᎠᏓᏯᏍᏗᎭ,adahyasdiha,a-da-ya-s-di-ha,àdahyâsdịha,à:da:hyâ:sdiha,verb (v.i.),ᏛᎪᏏᏏᏍᎬᎢ (v.i.) ,3rd person singular,,he/she is stretching,,,,,,,,,,,,,,,,,,,stretch,,,,adayasdiha,,,,,,,,,Sentence_for_entry_0023.m4a,ᎤᏍᏆᏓ ᎪᏪᎵ ᏕᎪᏪᎵᏍᎬ‚ *ᎤᏓᏯᏍᏔᏅᎢ.*,ù:sgwá’da go:hwe:li de:gó:hwě:lî:sgv̋: *ù:da:hyâ:stanv̌:’i*,When he finished writing letters‚ *he stretched.*,,,,,,,,,Cherokee Dictionary 1975 Durbin Feeling,,,Anna Sixkiller,,,Cherokee National Treasure.,,,APPROVED
23.2,ᎦᏓᏯᏍᏗᎭ,23,ᎦᏓᏯᏍᏗᎭ,gadayasdiha,ga-da-ya-s-di-ha,gạdàyâsdịha,gadà:yâ:sdiha,verb (v.i.),ᏛᎪᏏᏏᏍᎬᎢ (v.i.) ,1st person singular with animate/ inanimate object,,I’m stretching,,,,,,,,,,,,,,,,,,,stretch,,,,,,,,,,,,,Sentence_for_entry_0023.m4a,ᎤᏍᏆᏓ ᎪᏪᎵ ᏕᎪᏪᎵᏍᎬ‚ *ᎤᏓᏯᏍᏔᏅᎢ.*,ù:sgwá’da go:hwe:li de:gó:hwě:lî:sgv̋: *ù:da:hyâ:stanv̌:’i*,When he finished writing letters‚ *he stretched.*,,,,,,,,,Cherokee Dictionary 1975 Durbin Feeling,,,Anna Sixkiller,,,Cherokee National Treasure.,,,APPROVED
